customerKey,customerSortKey,address,city,zipCode,customerType,leaseTerms,moveInDate,moveOutDate
872,LEASE#ek-6621,017 Golden Leaf Terrace,Los Angeles,90189,Resident,3,11/15/2001,11/15/2004
4,LEASE#qs-3002,0 Kings Trail,Concord,94522,Resident,3,11/14/2001,11/14/2004
836,LEASE#wu-6160,038 Green Ridge Parkway,Atlanta,30356,Resident,3,11/13/2001,11/13/2004
18,LEASE#rl-4266,80 Ryan Hill,Irvine,92710,Resident,2,11/11/2002,11/11/2004
518,LEASE#gv-5965,192 Drewry Drive,San Francisco,94147,Resident,3,11/10/2001,11/10/2004
642,LEASE#oh-8984,03 Nova Pass,Augusta,30905,Resident,3,11/6/2001,11/6/2004
627,LEASE#eo-0431,29 Buell Terrace,Torrance,90505,Resident,1,11/1/2003,11/1/2004
250,LEASE#zl-9858,775 Myrtle Plaza,Santa Clara,95054,Resident,3,10/26/2001,10/26/2004
616,LEASE#mj-7285,63263 Dennis Plaza,Carlsbad,92013,Resident,2,10/16/2002,10/16/2004
303,LEASE#ws-6933,907 Lake View Alley,Boston,2109,Resident,2,10/12/2002,10/12/2004
926,LEASE#pg-2777,87920 Lake View Crossing,Norcross,30092,Resident,3,10/12/2001,10/12/2004
118,LEASE#ah-5469,25745 Hanson Way,Springfield,1152,Resident,1,10/11/2003,10/11/2004
734,LEASE#ji-2662,17 Lakewood Gardens Street,San Bernardino,92415,Resident,1,10/2/2003,10/2/2004
381,LEASE#gd-4897,3234 Washington Lane,San Francisco,94142,Resident,1,10/1/2003,10/1/2004
596,LEASE#vw-2131,2325 Del Mar Hill,San Diego,92160,Resident,1,10/1/2003,10/1/2004
609,LEASE#jp-5114,09795 Southridge Circle,Bakersfield,93399,Resident,3,10/1/2001,10/1/2004
576,LEASE#ue-6009,0128 Autumn Leaf Terrace,San Diego,92196,Resident,1,9/27/2003,9/27/2004
847,LEASE#ys-4334,7872 Lerdahl Road,San Diego,92115,Resident,2,9/27/2002,9/27/2004
653,LEASE#gm-2581,8169 Northland Road,Stockton,95205,Resident,2,9/25/2002,9/25/2004
886,LEASE#hu-3333,67861 Thompson Hill,Irvine,92710,Resident,2,9/25/2002,9/25/2004
535,LEASE#qa-9804,9901 Russell Crossing,Mountain View,94042,Resident,2,9/23/2002,9/23/2004
223,LEASE#lh-4849,53780 Shoshone Junction,Duluth,30195,Resident,2,9/21/2002,9/21/2004
450,LEASE#ia-4226,23871 Northland Park,Richmond,94807,Resident,2,9/20/2002,9/20/2004
42,LEASE#ri-6087,5 Prairieview Drive,Sacramento,95894,Resident,2,9/17/2002,9/17/2004
334,LEASE#su-7463,96 Service Avenue,Atlanta,31136,Resident,2,9/17/2002,9/17/2004
784,LEASE#zs-3356,9 Novick Crossing,Los Angeles,90065,Resident,1,9/17/2003,9/17/2004
208,LEASE#ms-8364,7761 8th Pass,San Jose,95133,Resident,2,9/16/2002,9/16/2004
134,LEASE#ma-5739,3 Tomscot Alley,Sacramento,94245,Resident,1,9/13/2003,9/13/2004
897,LEASE#bm-6880,99 Waubesa Place,San Jose,95118,Resident,2,9/12/2002,9/12/2004
520,LEASE#xz-2232,06302 Pawling Court,Pasadena,91131,Resident,2,9/9/2002,9/9/2004
891,LEASE#lu-5532,38 Melby Way,Oakland,94622,Resident,2,9/9/2002,9/9/2004
159,LEASE#mg-2231,9 Anthes Point,Fresno,93715,Resident,2,9/7/2002,9/7/2004
512,LEASE#mh-9746,8861 Delladonna Drive,North Hollywood,91606,Resident,3,9/5/2001,9/5/2004
958,LEASE#ba-8898,74 Mosinee Court,Los Angeles,90060,Resident,2,9/5/2002,9/5/2004
925,LEASE#eh-0184,11040 Thackeray Way,Orange,92668,Resident,3,9/4/2001,9/4/2004
560,LEASE#ic-9802,901 Donald Place,Sacramento,95865,Resident,1,8/31/2003,8/31/2004
899,LEASE#qg-7309,9180 Carey Terrace,Bakersfield,93381,Resident,3,8/27/2001,8/27/2004
3,LEASE#of-2586,127 Summerview Junction,San Francisco,94116,Resident,1,8/26/2003,8/26/2004
986,LEASE#lz-8787,43806 Boyd Street,Pasadena,91117,Resident,1,8/26/2003,8/26/2004
585,LEASE#vr-5997,32358 Blackbird Alley,Lawrenceville,30245,Resident,2,8/25/2002,8/25/2004
939,LEASE#wi-4562,76971 Mosinee Junction,Los Angeles,90050,Resident,1,8/25/2003,8/25/2004
769,LEASE#ku-9370,85 East Junction,San Jose,95118,Resident,3,8/22/2001,8/22/2004
344,LEASE#kj-8320,59 Judy Plaza,Fresno,93715,Resident,2,8/15/2002,8/15/2004
468,LEASE#ah-3106,5497 Westport Point,Albany,31704,Resident,3,8/12/2001,8/12/2004
191,LEASE#at-3965,62536 Westport Hill,Glendale,91205,Resident,2,8/11/2002,8/11/2004
934,LEASE#gf-3105,81280 Grover Road,Whittier,90610,Resident,2,8/11/2002,8/11/2004
198,LEASE#zy-0320,02029 Granby Alley,Savannah,31410,Resident,1,8/9/2003,8/9/2004
709,LEASE#rf-6847,516 Hansons Point,San Diego,92121,Resident,3,8/8/2001,8/8/2004
218,LEASE#nq-9399,8941 Menomonie Circle,Atlanta,30375,Resident,3,8/6/2001,8/6/2004
352,LEASE#uc-0667,67 Hovde Plaza,Valdosta,31605,Resident,2,8/4/2002,8/4/2004
623,LEASE#kj-8450,0223 Killdeer Hill,Fullerton,92640,Resident,1,8/4/2003,8/4/2004
338,LEASE#gl-8438,69375 Annamark Street,Burbank,91520,Resident,3,8/3/2001,8/3/2004
515,LEASE#eu-5412,73034 Algoma Crossing,Sacramento,94286,Resident,3,8/3/2001,8/3/2004
185,LEASE#gs-3194,8121 Harbort Center,Pasadena,91125,Resident,1,8/2/2003,8/2/2004
758,LEASE#hc-5306,2906 Tomscot Center,Orange,92867,Resident,3,7/30/2001,7/30/2004
704,LEASE#ka-9653,05 Rigney Drive,San Diego,92110,Resident,2,7/27/2002,7/27/2004
915,LEASE#av-4573,7 Bonner Lane,Atlanta,30386,Resident,1,7/26/2003,7/26/2004
72,LEASE#td-1643,2 Pawling Road,Boston,2124,Resident,3,7/25/2001,7/25/2004
265,LEASE#wo-4593,4 Fairfield Trail,Bakersfield,93381,Resident,3,7/25/2001,7/25/2004
306,LEASE#cf-9520,546 Mesta Lane,San Jose,95128,Resident,2,7/24/2002,7/24/2004
451,LEASE#tj-8759,8 Tony Park,Atlanta,30306,Resident,2,7/19/2002,7/19/2004
263,LEASE#rf-4806,25 Lukken Avenue,San Luis Obispo,93407,Resident,2,7/15/2002,7/15/2004
546,LEASE#go-1707,605 Larry Plaza,Santa Barbara,93150,Resident,3,7/12/2001,7/12/2004
600,LEASE#nh-3432,14 Victoria Street,Palmdale,93591,Resident,3,7/12/2001,7/12/2004
853,LEASE#gb-5631,91260 Hayes Way,Long Beach,90847,Resident,2,7/9/2002,7/9/2004
880,LEASE#jm-3753,5529 Ridgeview Park,Sacramento,95813,Resident,1,7/9/2003,7/9/2004
13,LEASE#cn-4792,264 Hooker Junction,Savannah,31422,Resident,2,7/3/2002,7/3/2004
77,LEASE#gt-5012,302 Mendota Court,Ventura,93005,Resident,3,7/3/2001,7/3/2004
681,LEASE#rh-6047,985 Shopko Center,Oxnard,93034,Resident,2,7/3/2002,7/3/2004
448,LEASE#kg-0561,32712 Kings Road,Sacramento,94250,Resident,3,7/1/2001,7/1/2004
996,LEASE#lz-6829,8 Lake View Circle,Oakland,94616,Resident,1,6/26/2003,6/26/2004
70,LEASE#zm-2950,1 Walton Avenue,Santa Barbara,93150,Resident,1,6/23/2003,6/23/2004
199,LEASE#za-4930,029 Arkansas Crossing,Augusta,30911,Resident,2,6/13/2002,6/13/2004
489,LEASE#bw-1859,93 Beilfuss Trail,Los Angeles,90071,Resident,2,6/7/2002,6/7/2004
699,LEASE#vd-6395,0024 Express Court,Boston,2104,Resident,1,6/4/2003,6/4/2004
655,LEASE#np-2422,94 Brickson Park Drive,Fresno,93715,Resident,3,5/26/2001,5/26/2004
737,LEASE#sb-8514,42354 Forster Junction,San Francisco,94177,Resident,3,5/26/2001,5/26/2004
137,LEASE#hc-5677,0015 Esker Avenue,Valdosta,31605,Resident,1,5/25/2003,5/25/2004
767,LEASE#yo-3435,88 Boyd Trail,San Jose,95173,Resident,1,5/22/2003,5/22/2004
896,LEASE#am-8013,9 Lakewood Street,Fresno,93721,Resident,2,5/22/2002,5/22/2004
366,LEASE#xo-6001,6 Hoard Crossing,Fullerton,92835,Resident,2,5/21/2002,5/21/2004
277,LEASE#jf-4883,39851 Center Terrace,Mountain View,94042,Resident,1,5/19/2003,5/19/2004
808,LEASE#qq-6307,80550 Hallows Way,Lynn,1905,Resident,2,5/19/2002,5/19/2004
25,LEASE#nx-8518,43 High Crossing Place,Modesto,95354,Resident,3,5/18/2001,5/18/2004
697,LEASE#dw-1227,3079 Derek Plaza,Oakland,94616,Resident,2,5/17/2002,5/17/2004
257,LEASE#nj-4022,6 Steensland Place,Anaheim,92805,Resident,3,5/14/2001,5/14/2004
711,LEASE#fx-5223,8 Pankratz Way,North Hollywood,91606,Resident,1,5/14/2003,5/14/2004
71,LEASE#gw-5169,02448 Kensington Way,Newton,2458,Resident,1,5/13/2003,5/13/2004
671,LEASE#yq-5333,3 Elgar Way,San Jose,95128,Resident,2,5/11/2002,5/11/2004
994,LEASE#jr-7394,8 Brown Place,Inglewood,90310,Resident,1,5/11/2003,5/11/2004
597,LEASE#sm-2971,30024 Vera Court,San Diego,92176,Resident,1,5/9/2003,5/9/2004
309,LEASE#zl-6347,78 Judy Hill,Pasadena,91199,Resident,3,5/8/2001,5/8/2004
446,LEASE#dv-9514,931 Banding Street,San Mateo,94405,Resident,3,5/4/2001,5/4/2004
893,LEASE#hx-8400,2388 Mallory Terrace,Bakersfield,93305,Resident,3,5/3/2001,5/3/2004
483,LEASE#zv-2517,3 Arrowood Hill,Gainesville,30506,Resident,2,5/1/2002,5/1/2004
50,LEASE#pq-6488,0553 Hallows Plaza,Petaluma,94975,Resident,3,4/28/2001,4/28/2004
791,LEASE#id-3493,142 School Plaza,Corona,92878,Resident,3,4/28/2001,4/28/2004
485,LEASE#yx-5717,5623 Fisk Drive,Sacramento,94263,Resident,3,4/23/2001,4/23/2004
49,LEASE#jb-2000,3 Hermina Street,Macon,31217,Resident,3,4/18/2001,4/18/2004
786,LEASE#pc-1873,88 Oak Valley Center,Boston,2163,Resident,3,4/18/2001,4/18/2004
624,LEASE#wa-3259,90116 Eastwood Circle,Santa Monica,90410,Resident,3,4/17/2001,4/17/2004
389,LEASE#hq-5325,7928 Monica Crossing,Fresno,93773,Resident,2,4/16/2002,4/16/2004
244,LEASE#cd-1979,646 Esker Drive,Los Angeles,90035,Resident,1,4/14/2003,4/14/2004
507,LEASE#vu-7957,1 Sommers Park,Los Angeles,90025,Resident,2,4/10/2002,4/10/2004
817,LEASE#ox-4078,906 Hansons Center,San Jose,95160,Resident,1,4/8/2003,4/8/2004
821,LEASE#qw-6032,273 Daystar Hill,San Francisco,94154,Resident,2,4/8/2002,4/8/2004
640,LEASE#xn-2974,4855 Orin Terrace,San Diego,92153,Resident,1,4/6/2003,4/6/2004
743,LEASE#ag-8398,8 Grover Plaza,Van Nuys,91406,Resident,2,4/4/2002,4/4/2004
526,LEASE#ks-3227,0 Montana Hill,Atlanta,31165,Resident,3,4/2/2001,4/2/2004
68,LEASE#vq-7070,7 Carioca Place,Macon,31205,Resident,3,3/29/2001,3/29/2004
247,LEASE#xs-1784,1604 Susan Center,Riverside,92505,Resident,3,3/29/2001,3/29/2004
568,LEASE#lx-4840,538 Cherokee Parkway,Atlanta,30351,Resident,1,3/26/2003,3/26/2004
828,LEASE#vj-2316,11 Eastwood Center,Savannah,31405,Resident,1,3/25/2003,3/25/2004
882,LEASE#ub-8478,5234 Mosinee Alley,Oceanside,92056,Resident,1,3/25/2003,3/25/2004
989,LEASE#og-6641,5941 Cordelia Trail,Boston,2163,Resident,3,3/25/2001,3/25/2004
849,LEASE#if-7642,0 Corry Street,San Francisco,94105,Resident,1,3/23/2003,3/23/2004
862,LEASE#ur-1969,9 Comanche Way,Los Angeles,90081,Resident,1,3/23/2003,3/23/2004
152,LEASE#dc-3529,23 Melby Pass,Sacramento,95865,Resident,2,3/22/2002,3/22/2004
815,LEASE#dm-0417,580 Spohn Plaza,San Francisco,94132,Resident,2,3/21/2002,3/21/2004
593,LEASE#hi-9713,10255 Linden Trail,Macon,31296,Resident,3,3/19/2001,3/19/2004
682,LEASE#kb-4193,543 Stephen Drive,Torrance,90510,Resident,1,3/7/2003,3/7/2004
484,LEASE#hi-9912,29 Brown Center,Sacramento,94291,Resident,1,3/5/2003,3/5/2004
387,LEASE#ox-1167,385 Canary Street,Lawrenceville,30045,Resident,1,3/2/2003,3/2/2004
826,LEASE#ap-2545,6053 Kenwood Road,Whittier,90605,Resident,3,3/1/2001,3/1/2004
30,LEASE#xa-8387,1 Mockingbird Center,Fresno,93709,Resident,3,2/22/2001,2/22/2004
373,LEASE#qe-7891,685 Loftsgordon Street,Sacramento,94230,Resident,1,2/21/2003,2/21/2004
108,LEASE#jk-0145,41303 Main Hill,Santa Clara,95054,Resident,1,2/18/2003,2/18/2004
611,LEASE#vb-5527,5181 Hazelcrest Court,Huntington Beach,92648,Resident,1,2/18/2003,2/18/2004
564,LEASE#df-5078,632 Golden Leaf Hill,Brockton,2305,Resident,3,2/16/2001,2/16/2004
610,LEASE#mg-7502,55 Vermont Park,Fullerton,92640,Resident,2,2/16/2002,2/16/2004
633,LEASE#mi-7192,80409 Nobel Avenue,San Francisco,94121,Resident,3,2/16/2001,2/16/2004
946,LEASE#qs-9105,93198 Truax Place,Cambridge,2142,Resident,2,2/12/2002,2/12/2004
1000,LEASE#lp-9459,5559 Rowland Pass,Atlanta,30386,Resident,2,2/6/2002,2/6/2004
476,LEASE#zq-2513,9 Burning Wood Hill,Irvine,92619,Resident,1,2/5/2003,2/5/2004
728,LEASE#xe-8464,58694 Lakewood Plaza,Boston,2104,Resident,3,2/5/2001,2/5/2004
374,LEASE#im-3153,23 Maryland Terrace,Boston,2114,Resident,3,2/3/2001,2/3/2004
951,LEASE#un-2373,416 Roth Place,Long Beach,90847,Resident,1,2/3/2003,2/3/2004
911,LEASE#oj-1084,9 Clyde Gallagher Place,Pasadena,91109,Resident,3,2/1/2001,2/1/2004
150,LEASE#bk-6607,5 Packers Point,Columbus,31914,Resident,3,1/28/2001,1/28/2004
90,LEASE#vn-9102,05017 Arrowood Plaza,Oakland,94616,Resident,3,1/27/2001,1/27/2004
434,LEASE#jp-8057,9054 Pankratz Alley,Atlanta,30343,Resident,2,1/21/2002,1/21/2004
695,LEASE#mg-0221,8449 Cascade Place,Los Angeles,90065,Resident,2,1/21/2002,1/21/2004
595,LEASE#jk-4837,1 Kim Alley,Lawrenceville,30245,Resident,1,1/18/2003,1/18/2004
981,LEASE#ia-2631,39626 Vidon Park,Inglewood,90310,Resident,2,1/17/2002,1/17/2004
955,LEASE#oo-9941,6 Anderson Terrace,Atlanta,30380,Resident,1,1/16/2003,1/16/2004
425,LEASE#sb-0582,7215 North Crossing,Pasadena,91117,Resident,3,1/14/2001,1/14/2004
634,LEASE#al-6323,6 Pine View Crossing,Lancaster,93584,Resident,2,1/14/2002,1/14/2004
380,LEASE#us-5172,58904 Marquette Avenue,Sacramento,95894,Resident,1,1/11/2003,1/11/2004
916,LEASE#on-4222,8 Quincy Pass,San Bernardino,92424,Resident,2,1/5/2002,1/5/2004
5,LEASE#ad-7888,11570 Eliot Drive,San Diego,92145,Resident,1,1/4/2003,1/4/2004
660,LEASE#ic-3324,85540 Raven Parkway,Atlanta,31190,Resident,3,1/3/2001,1/3/2004
688,LEASE#ev-3010,8 Dapin Court,Decatur,30089,Resident,3,12/29/2000,12/29/2003
554,LEASE#vq-8050,53 Elka Hill,Orange,92862,Resident,3,12/27/2000,12/27/2003
342,LEASE#wd-5487,42088 Clemons Way,Chico,95973,Resident,3,12/25/2000,12/25/2003
92,LEASE#kq-3980,0 Scott Plaza,Savannah,31422,Resident,2,12/24/2001,12/24/2003
478,LEASE#kt-4440,28723 Riverside Trail,Atlanta,30316,Resident,2,12/24/2001,12/24/2003
851,LEASE#jb-3260,821 Bashford Place,San Mateo,94405,Resident,1,12/24/2002,12/24/2003
973,LEASE#ba-3091,56377 Hoffman Point,Redwood City,94064,Resident,1,12/15/2002,12/15/2003
10,LEASE#yh-0363,30869 Declaration Parkway,Augusta,30911,Resident,1,12/11/2002,12/11/2003
359,LEASE#tb-4677,9 Vermont Parkway,San Diego,92145,Resident,1,12/4/2002,12/4/2003
956,LEASE#wk-8987,98 Tomscot Center,Los Angeles,90030,Resident,2,12/4/2001,12/4/2003
884,LEASE#sb-0452,835 Fieldstone Alley,San Jose,95194,Resident,1,12/3/2002,12/3/2003
917,LEASE#hq-5517,8785 Bunting Crossing,San Francisco,94121,Resident,3,12/2/2000,12/2/2003
80,LEASE#hq-2287,9244 Transport Trail,Modesto,95397,Resident,2,11/30/2001,11/30/2003
393,LEASE#ez-5694,45287 Del Mar Crossing,Pasadena,91186,Resident,3,11/30/2000,11/30/2003
179,LEASE#bz-3269,2 Debra Avenue,Sacramento,95865,Resident,1,11/29/2002,11/29/2003
685,LEASE#aj-8984,35 Dayton Hill,Oakland,94616,Resident,1,11/29/2002,11/29/2003
706,LEASE#jj-8403,23243 Del Sol Street,Sacramento,94291,Resident,2,11/27/2001,11/27/2003
457,LEASE#zp-3429,672 Hallows Park,Marietta,30061,Resident,3,11/25/2000,11/25/2003
285,LEASE#wq-0376,6057 Bultman Point,Inglewood,90305,Resident,2,11/21/2001,11/21/2003
332,LEASE#ih-4267,24 Old Shore Drive,San Francisco,94105,Resident,2,11/20/2001,11/20/2003
649,LEASE#jb-1003,664 Dixon Crossing,Los Angeles,90081,Resident,1,11/18/2002,11/18/2003
763,LEASE#bc-4973,29 Rieder Road,Hayward,94544,Resident,2,11/14/2001,11/14/2003
357,LEASE#im-1751,41 Harper Terrace,San Francisco,94105,Resident,2,11/12/2001,11/12/2003
403,LEASE#ll-9821,4 Coolidge Street,Atlanta,31132,Resident,3,11/11/2000,11/11/2003
353,LEASE#kf-4098,110 Reindahl Road,San Francisco,94169,Resident,1,11/7/2002,11/7/2003
755,LEASE#uk-4796,37212 High Crossing Drive,Fullerton,92640,Resident,2,11/7/2001,11/7/2003
875,LEASE#rl-8472,20204 Barby Street,San Diego,92132,Resident,3,11/1/2000,11/1/2003
207,LEASE#in-1593,1 Sachs Court,Albany,31704,Resident,2,10/31/2001,10/31/2003
865,LEASE#be-9452,722 Victoria Plaza,Atlanta,30356,Resident,3,10/29/2000,10/29/2003
686,LEASE#wf-1307,45 American Ash Point,Atlanta,31165,Resident,1,10/26/2002,10/26/2003
995,LEASE#dp-9874,659 Brown Center,Glendale,91210,Resident,2,10/18/2001,10/18/2003
345,LEASE#pb-8614,44648 Westridge Crossing,Santa Barbara,93150,Resident,1,10/15/2002,10/15/2003
248,LEASE#mq-9696,1168 Del Mar Crossing,Sacramento,94250,Resident,2,10/10/2001,10/10/2003
536,LEASE#zk-6458,021 Debra Pass,Berkeley,94712,Resident,2,10/9/2001,10/9/2003
945,LEASE#md-6308,229 Barnett Crossing,San Diego,92153,Resident,1,10/8/2002,10/8/2003
493,LEASE#cf-8718,716 Brown Court,Boston,2104,Resident,2,10/7/2001,10/7/2003
479,LEASE#sh-8348,6788 Bultman Court,Corona,92883,Resident,2,10/6/2001,10/6/2003
947,LEASE#zo-6399,013 Loeprich Place,Stockton,95298,Resident,2,10/5/2001,10/5/2003
125,LEASE#lz-3227,0997 Lillian Crossing,Anaheim,92825,Resident,1,10/1/2002,10/1/2003
803,LEASE#dp-2718,816 Mariners Cove Drive,Sacramento,94263,Resident,2,10/1/2001,10/1/2003
402,LEASE#ia-9661,93218 Garrison Park,San Jose,95108,Resident,1,9/29/2002,9/29/2003
416,LEASE#ht-7392,9189 Sunnyside Alley,Los Angeles,90050,Resident,1,9/29/2002,9/29/2003
816,LEASE#uh-9733,976 Northridge Crossing,Fresno,93726,Resident,3,9/25/2000,9/25/2003
154,LEASE#ng-6191,809 Anzinger Junction,Torrance,90505,Resident,1,9/24/2002,9/24/2003
404,LEASE#lg-2174,8379 Autumn Leaf Place,Fresno,93715,Resident,1,9/24/2002,9/24/2003
428,LEASE#ui-0684,270 Cascade Plaza,Oceanside,92056,Resident,3,9/22/2000,9/22/2003
164,LEASE#bg-9340,61 Petterle Alley,Atlanta,31106,Resident,1,9/21/2002,9/21/2003
762,LEASE#bv-0365,4 Fallview Hill,San Francisco,94154,Resident,2,9/21/2001,9/21/2003
455,LEASE#ey-0632,0 Dapin Crossing,San Jose,95173,Resident,3,9/9/2000,9/9/2003
720,LEASE#bg-5449,878 Columbus Street,Los Angeles,90060,Resident,1,9/9/2002,9/9/2003
759,LEASE#pd-1234,897 Bartelt Court,Hayward,94544,Resident,3,9/5/2000,9/5/2003
818,LEASE#zz-7123,7248 Chive Crossing,Stockton,95219,Resident,2,9/2/2001,9/2/2003
692,LEASE#tn-4187,304 Mallory Point,Berkeley,94705,Resident,3,8/28/2000,8/28/2003
145,LEASE#zs-4650,3030 Sloan Place,Pasadena,91125,Resident,1,8/27/2002,8/27/2003
311,LEASE#co-1230,604 Lunder Alley,Boston,2208,Resident,3,8/22/2000,8/22/2003
604,LEASE#gx-5497,1875 Holmberg Terrace,Long Beach,90831,Resident,3,8/18/2000,8/18/2003
783,LEASE#yu-9600,421 Crowley Trail,Boston,2283,Resident,2,8/18/2001,8/18/2003
136,LEASE#kg-1569,33828 Bartillon Court,San Bernardino,92424,Resident,1,8/17/2002,8/17/2003
698,LEASE#tj-6283,01 Sutherland Parkway,Gainesville,30506,Resident,3,8/16/2000,8/16/2003
175,LEASE#nh-7418,6744 Larry Drive,Berkeley,94712,Resident,3,8/15/2000,8/15/2003
663,LEASE#bo-7949,5 Kipling Point,Sunnyvale,94089,Resident,1,8/15/2002,8/15/2003
548,LEASE#np-1661,78428 Kropf Trail,San Francisco,94132,Resident,1,8/14/2002,8/14/2003
24,LEASE#rc-5418,76033 Warner Trail,San Diego,92121,Resident,1,8/9/2002,8/9/2003
997,LEASE#ei-8946,4530 Division Point,Long Beach,90840,Resident,3,8/9/2000,8/9/2003
19,LEASE#lu-3572,4669 Dovetail Road,Anaheim,92812,Resident,3,8/7/2000,8/7/2003
894,LEASE#ve-2172,75 Arizona Parkway,Duluth,30096,Resident,2,8/5/2001,8/5/2003
463,LEASE#ca-3772,788 Jenna Pass,Pasadena,91199,Resident,1,8/3/2002,8/3/2003
492,LEASE#fl-1651,06258 Namekagon Crossing,Alhambra,91841,Resident,3,7/30/2000,7/30/2003
785,LEASE#tg-7769,88 Tony Place,Oakland,94605,Resident,1,7/28/2002,7/28/2003
500,LEASE#bp-1214,7 Westerfield Park,Stockton,95298,Resident,1,7/25/2002,7/25/2003
822,LEASE#os-2845,77 West Crossing,Sacramento,94286,Resident,2,7/25/2001,7/25/2003
797,LEASE#zc-1566,1 New Castle Park,San Diego,92115,Resident,2,7/23/2001,7/23/2003
474,LEASE#id-0946,1 Ohio Pass,Northridge,91328,Resident,3,7/22/2000,7/22/2003
857,LEASE#lr-8306,525 Waubesa Terrace,Macon,31217,Resident,2,7/22/2001,7/22/2003
765,LEASE#iu-7898,0 Hanover Parkway,San Jose,95150,Resident,3,7/21/2000,7/21/2003
100,LEASE#ff-9321,75714 Schurz Place,Macon,31210,Resident,1,7/20/2002,7/20/2003
491,LEASE#gj-7230,9125 Vernon Pass,Berkeley,94712,Resident,3,7/18/2000,7/18/2003
119,LEASE#qj-2804,617 School Terrace,San Francisco,94121,Resident,3,7/17/2000,7/17/2003
942,LEASE#fu-8868,4789 Blaine Court,Burbank,91505,Resident,2,7/16/2001,7/16/2003
101,LEASE#dw-4100,49496 Sheridan Park,Garden Grove,92645,Resident,2,7/15/2001,7/15/2003
256,LEASE#sp-7340,3 Bunting Circle,San Francisco,94137,Resident,1,7/15/2002,7/15/2003
466,LEASE#ky-6785,708 David Road,Sacramento,94273,Resident,1,7/13/2002,7/13/2003
187,LEASE#rl-1621,7 Truax Trail,Macon,31210,Resident,2,7/10/2001,7/10/2003
181,LEASE#nd-6105,7035 Waubesa Place,Corona,92883,Resident,3,6/30/2000,6/30/2003
837,LEASE#bi-7091,63 Shelley Lane,Los Angeles,90005,Resident,2,6/29/2001,6/29/2003
234,LEASE#gf-8510,39656 Aberg Road,San Mateo,94405,Resident,3,6/28/2000,6/28/2003
919,LEASE#cz-8735,6 Sundown Pass,New Bedford,2745,Resident,1,6/28/2002,6/28/2003
557,LEASE#nf-1885,00 Green Ridge Crossing,Atlanta,30386,Resident,3,6/27/2000,6/27/2003
282,LEASE#ub-1147,9 Kingsford Trail,Athens,30605,Resident,2,6/20/2001,6/20/2003
32,LEASE#cy-0598,20810 Harper Drive,Los Angeles,90025,Resident,1,6/18/2002,6/18/2003
749,LEASE#eh-7396,71 Towne Hill,Alhambra,91841,Resident,1,6/18/2002,6/18/2003
64,LEASE#et-4426,9535 Jana Park,Petaluma,94975,Resident,3,6/14/2000,6/14/2003
14,LEASE#mf-2191,882 Mandrake Road,Fullerton,92835,Resident,2,6/13/2001,6/13/2003
566,LEASE#gg-2899,2 Victoria Road,Alhambra,91841,Resident,3,6/13/2000,6/13/2003
445,LEASE#oi-6049,8 Mifflin Park,Sacramento,94230,Resident,3,6/7/2000,6/7/2003
764,LEASE#sg-5408,1930 Scoville Place,Columbus,31998,Resident,2,6/5/2001,6/5/2003
477,LEASE#yn-3034,624 Manufacturers Drive,Los Angeles,90189,Resident,3,6/3/2000,6/3/2003
778,LEASE#wv-9961,45 Vera Pass,Albany,31704,Resident,1,6/3/2002,6/3/2003
40,LEASE#rz-7286,3 Gale Alley,Los Angeles,90040,Resident,2,6/1/2001,6/1/2003
577,LEASE#lp-6052,82417 Lotheville Center,Lawrenceville,30245,Resident,1,5/27/2002,5/27/2003
621,LEASE#up-3752,17 Spohn Way,Sacramento,95813,Resident,3,5/25/2000,5/25/2003
908,LEASE#az-0992,6 Northview Street,Savannah,31416,Resident,3,5/24/2000,5/24/2003
66,LEASE#rf-5192,80 Schiller Terrace,Atlanta,31119,Resident,3,5/22/2000,5/22/2003
745,LEASE#bn-3685,073 Cambridge Drive,Lancaster,93584,Resident,1,5/22/2002,5/22/2003
364,LEASE#wj-0086,4 Clemons Plaza,Sacramento,95828,Resident,3,5/20/2000,5/20/2003
753,LEASE#ac-9278,2486 Hauk Circle,Atlanta,30351,Resident,2,5/15/2001,5/15/2003
855,LEASE#qh-4868,73 Loeprich Road,Santa Barbara,93111,Resident,3,5/13/2000,5/13/2003
719,LEASE#ux-7024,415 Oxford Alley,Lynn,1905,Resident,1,5/12/2002,5/12/2003
188,LEASE#vx-0473,123 Huxley Road,Burbank,91520,Resident,2,5/10/2001,5/10/2003
368,LEASE#ye-5436,4163 Montana Pass,Sacramento,94207,Resident,1,5/7/2002,5/7/2003
165,LEASE#jg-4041,7171 Kennedy Circle,Brea,92822,Resident,3,5/6/2000,5/6/2003
966,LEASE#xr-7151,9 Center Circle,Los Angeles,90189,Resident,3,5/6/2000,5/6/2003
798,LEASE#zc-9747,50322 Pond Street,San Jose,95113,Resident,2,5/5/2001,5/5/2003
724,LEASE#nl-4222,4 Havey Crossing,San Francisco,94121,Resident,3,5/2/2000,5/2/2003
574,LEASE#kx-0982,62777 Knutson Drive,Springfield,1152,Resident,1,5/1/2002,5/1/2003
913,LEASE#mm-0693,49 Messerschmidt Park,San Francisco,94159,Resident,3,4/25/2000,4/25/2003
920,LEASE#kc-8672,037 Fordem Drive,Athens,30605,Resident,1,4/22/2002,4/22/2003
