customer_key,unit_id,address,city,state_code,zip_code,type,lease_terms,move_in_date,move_out_date
558,gv-4586,77 Lakewood Parkway,Augusta,GA,30919,Resident,2,8/30/2017,8/30/2019
559,bd-8470,453 2nd Circle,Duluth,GA,30096,Resident,1,6/22/2010,6/22/2011
560,mn-2700,5 Westport Street,San Jose,CA,95150,Resident,2,10/4/2018,10/4/2020
561,xk-8690,3 7th Road,Anaheim,CA,92812,Resident,1,10/29/2015,10/29/2016
562,ev-7057,757 Dryden Point,Hayward,CA,94544,Resident,2,10/16/2020,10/16/2022
563,er-6785,643 Burrows Parkway,San Francisco,CA,94154,Resident,1,2/5/2017,2/5/2018
564,td-1661,8583 Nobel Alley,San Jose,CA,95123,Resident,2,1/1/2013,1/1/2015
565,mn-4163,6 Forest Dale Lane,Sacramento,CA,95813,Resident,1,8/2/2015,8/2/2016
566,pw-3001,7461 Corscot Park,Inglewood,CA,90398,Resident,1,12/23/2014,12/23/2015
567,dy-0027,0358 Eagle Crest Avenue,Sacramento,CA,95833,Resident,1,9/26/2015,9/26/2016
568,pq-9193,71 Village Green Center,Sacramento,CA,95818,Resident,3,9/27/2020,9/27/2023
569,vl-5483,900 Sachtjen Street,Boston,MA,2119,Resident,3,11/29/2018,11/29/2021
570,sv-9555,0 La Follette Place,Berkeley,CA,94705,Resident,3,9/26/2013,9/26/2016
571,lo-9217,319 Canary Road,Sacramento,CA,94291,Resident,1,12/20/2020,12/20/2021
572,kl-0389,4 Sheridan Hill,San Diego,CA,92110,Resident,2,5/17/2020,5/17/2022
573,hi-4981,123 Spohn Hill,Sacramento,CA,95865,Resident,3,5/31/2019,5/31/2022
574,et-2439,750 Macpherson Street,San Francisco,CA,94154,Resident,2,5/24/2012,5/24/2014
575,ob-8085,64 Victoria Alley,Whittier,CA,90610,Resident,2,4/4/2020,4/4/2022
576,uu-6010,1761 North Center,San Bernardino,CA,92415,Resident,3,2/1/2017,2/1/2020
577,yw-9420,43 Cordelia Court,San Diego,CA,92132,Resident,3,8/24/2010,8/24/2013
578,rr-8569,25247 Bonner Lane,San Jose,CA,95108,Resident,1,4/24/2012,4/24/2013
579,ex-7309,4147 Coleman Avenue,San Bernardino,CA,92424,Resident,2,4/17/2017,4/17/2019
580,xv-0043,12662 Forest Terrace,Van Nuys,CA,91499,Resident,3,1/8/2018,1/8/2021
581,th-3215,988 Knutson Way,San Jose,CA,95118,Resident,3,9/12/2016,9/12/2019
582,kr-6179,322 Carpenter Street,San Diego,CA,92186,Resident,2,9/23/2019,9/23/2021
583,zy-9079,697 Morrow Place,Irvine,CA,92717,Resident,3,6/27/2017,6/27/2020
584,je-6415,98 Oneill Drive,Fresno,CA,93726,Resident,1,10/7/2016,10/7/2017
585,zx-4328,1 Red Cloud Lane,Stockton,CA,95210,Resident,2,8/7/2012,8/7/2014
586,vz-1465,3063 Oak Way,Pasadena,CA,91125,Resident,2,10/16/2012,10/16/2014
587,hl-7294,7559 Thierer Trail,Mountain View,CA,94042,Resident,2,9/16/2013,9/16/2015
588,hu-8362,29 Center Lane,Los Angeles,CA,90071,Resident,2,4/12/2016,4/12/2018
589,zk-0507,512 Colorado Lane,San Jose,CA,95150,Resident,3,11/26/2015,11/26/2018
590,dl-1418,0 Bartelt Center,Savannah,GA,31416,Resident,3,6/18/2018,6/18/2021
591,bc-6674,9 Pearson Pass,North Hollywood,CA,91616,Resident,3,12/5/2017,12/5/2020
592,he-2594,85358 Gale Point,Augusta,GA,30919,Resident,3,7/8/2016,7/8/2019
593,gw-9282,01388 Mcguire Center,Berkeley,CA,94712,Resident,3,11/5/2014,11/5/2017
594,lz-6815,227 Pond Road,Bakersfield,CA,93305,Resident,1,8/16/2010,8/16/2011
595,kc-3524,419 Duke Hill,Boston,MA,2119,Resident,1,3/30/2012,3/30/2013
596,so-1240,5 Warner Trail,Atlanta,GA,30323,Resident,2,6/24/2012,6/24/2014
597,mo-1839,32950 Carey Parkway,Sacramento,CA,94230,Resident,3,1/1/2017,1/1/2020
598,vp-4073,64 Knutson Plaza,Los Angeles,CA,90025,Resident,1,8/5/2019,8/5/2020
599,zi-0980,22884 Grasskamp Crossing,Petaluma,CA,94975,Resident,1,6/19/2020,6/19/2021
600,oy-8064,298 Warrior Park,New Bedford,MA,2745,Resident,2,10/9/2018,10/9/2020
601,cr-5585,83 Hooker Street,North Hollywood,CA,91606,Resident,1,2/14/2013,2/14/2014
602,qz-1547,218 Nancy Way,Oceanside,CA,92056,Resident,1,7/15/2012,7/15/2013
603,dg-2850,2 Holmberg Point,Columbus,GA,31998,Resident,3,2/19/2018,2/19/2021
604,lf-5392,7641 Myrtle Trail,Orange,CA,92862,Resident,1,8/15/2013,8/15/2014
605,gv-4494,21 Hintze Court,Atlanta,GA,31119,Resident,1,8/31/2018,8/31/2019
606,fu-7779,11 Oneill Terrace,Sacramento,CA,94237,Resident,3,2/13/2018,2/13/2021
607,dy-7155,9751 Towne Alley,San Francisco,CA,94169,Resident,2,8/12/2017,8/12/2019
608,zk-0672,842 Acker Park,Santa Cruz,CA,95064,Resident,2,7/14/2012,7/14/2014
609,wd-0528,609 Algoma Alley,Santa Clara,CA,95054,Resident,2,8/25/2017,8/25/2019
610,dw-2307,25 Tomscot Point,Santa Monica,CA,90410,Resident,1,4/8/2012,4/8/2013
611,fu-1546,756 Elgar Plaza,San Diego,CA,92196,Resident,3,4/7/2019,4/7/2022
612,nd-3951,5263 Corry Avenue,Worcester,MA,1605,Resident,3,11/12/2013,11/12/2016
613,pr-8318,53349 Gerald Hill,Oakland,CA,94622,Resident,3,11/3/2013,11/3/2016
614,ft-6109,4433 Hermina Center,Watertown,MA,2472,Resident,3,8/2/2019,8/2/2022
615,mv-4048,11 Oriole Junction,Los Angeles,CA,90035,Resident,1,2/15/2018,2/15/2019
616,lk-0693,036 Lakewood Gardens Alley,Sacramento,CA,95865,Resident,3,9/9/2013,9/9/2016
617,ve-3050,4518 Nancy Road,San Diego,CA,92186,Resident,1,4/12/2021,4/12/2022
618,hu-2737,852 Vermont Parkway,Fresno,CA,93715,Resident,1,6/29/2014,6/29/2015
619,hm-7012,48844 Goodland Road,Savannah,GA,31405,Resident,1,8/12/2012,8/12/2013
620,ev-3541,1481 Maryland Park,Fresno,CA,93778,Resident,3,5/6/2011,5/6/2014
621,ag-0124,0 Ridgeway Terrace,North Hollywood,CA,91606,Resident,3,4/9/2011,4/9/2014
622,od-6488,33 Lyons Park,Alhambra,CA,91841,Resident,2,9/1/2013,9/1/2015
623,om-1582,1767 Butterfield Terrace,San Mateo,CA,94405,Resident,1,7/14/2017,7/14/2018
624,wx-7554,41 Thompson Street,San Diego,CA,92165,Resident,2,1/6/2011,1/6/2013
625,na-0617,178 Marquette Lane,Sacramento,CA,94250,Resident,2,7/24/2017,7/24/2019
626,gn-3152,57 Myrtle Drive,San Jose,CA,95173,Resident,1,10/22/2016,10/22/2017
627,pg-8906,80467 Raven Trail,Fresno,CA,93740,Resident,2,7/10/2010,7/10/2012
628,ns-7813,849 Mcbride Parkway,Atlanta,GA,30351,Resident,3,4/25/2019,4/25/2022
629,tx-5319,19446 Northfield Trail,Garden Grove,CA,92645,Resident,3,11/19/2012,11/19/2015
630,pm-0501,3379 Granby Terrace,San Francisco,CA,94169,Resident,1,2/12/2020,2/12/2021
631,cy-8186,919 Coleman Alley,Fresno,CA,93704,Resident,2,12/16/2018,12/16/2020
632,ic-4750,9 Mcbride Place,Riverside,CA,92513,Resident,1,2/25/2021,2/25/2022
633,lt-2448,082 Lerdahl Circle,Boston,MA,2216,Resident,1,8/27/2015,8/27/2016
634,ax-3331,43 Myrtle Terrace,Riverside,CA,92519,Resident,2,11/8/2017,11/8/2019
635,gp-6449,9218 Farwell Drive,Santa Barbara,CA,93150,Resident,1,5/25/2012,5/25/2013
636,il-0541,30711 Hagan Avenue,Boston,MA,2104,Resident,3,8/17/2010,8/17/2013
637,rd-1725,64 Twin Pines Court,Ventura,CA,93005,Resident,3,6/30/2014,6/30/2017
638,ex-5242,67 Donald Street,Atlanta,GA,30386,Resident,1,5/27/2020,5/27/2021
639,tk-7107,85 Duke Center,Boston,MA,2114,Resident,1,3/8/2013,3/8/2014
640,xl-8331,7689 Westport Lane,Atlanta,GA,31119,Resident,1,4/8/2011,4/8/2012
641,zn-8290,965 Forster Road,Anaheim,CA,92805,Resident,1,8/14/2016,8/14/2017
642,dg-6619,26208 Stuart Avenue,Los Angeles,CA,90005,Resident,2,3/16/2017,3/16/2019
643,uv-3027,7 Kinsman Hill,Pasadena,CA,91199,Resident,3,3/30/2013,3/30/2016
644,ea-9432,74130 Manley Parkway,North Hollywood,CA,91606,Resident,2,9/26/2014,9/26/2016
645,mh-2203,599 Sloan Junction,Boston,MA,2124,Resident,1,4/24/2014,4/24/2015
646,ia-7335,484 Donald Place,Santa Barbara,CA,93106,Resident,2,4/15/2012,4/15/2014
647,mg-3918,908 Merrick Center,Marietta,GA,30066,Resident,3,2/5/2018,2/5/2021
648,ut-5709,6 Forest Dale Circle,Glendale,CA,91205,Resident,3,8/20/2013,8/20/2016
649,le-4545,6 Killdeer Street,San Jose,CA,95128,Resident,2,8/25/2013,8/25/2015
650,fu-4140,2456 Thierer Hill,Sacramento,CA,94273,Resident,3,6/28/2020,6/28/2023
651,dn-8311,33531 Artisan Crossing,Garden Grove,CA,92645,Resident,2,9/2/2011,9/2/2013
652,po-8022,063 Fairview Trail,Savannah,GA,31422,Resident,2,12/11/2020,12/11/2022
653,cx-0716,8 Quincy Trail,Torrance,CA,90510,Resident,3,7/17/2011,7/17/2014
654,wc-6569,86156 Longview Trail,Pasadena,CA,91131,Resident,3,11/27/2013,11/27/2016
655,ml-7657,736 Brickson Park Circle,San Luis Obispo,CA,93407,Resident,3,6/9/2021,6/9/2024
656,qg-3988,90 Chinook Court,New Bedford,MA,2745,Resident,3,10/19/2014,10/19/2017
657,as-3513,195 Straubel Crossing,North Hollywood,CA,91606,Resident,2,3/16/2011,3/16/2013
658,wl-7729,9 Pearson Court,Van Nuys,CA,91406,Resident,2,2/2/2014,2/2/2016
659,dh-0306,71320 Graceland Lane,Pasadena,CA,91199,Resident,3,5/25/2013,5/25/2016
660,vo-9994,2958 Haas Court,Simi Valley,CA,93094,Resident,2,7/12/2018,7/12/2020
661,gh-3449,40278 Vidon Alley,Los Angeles,CA,90025,Resident,2,2/6/2018,2/6/2020
662,ur-5832,83573 Hoffman Pass,Simi Valley,CA,93094,Resident,3,4/25/2012,4/25/2015
663,ty-8904,01 5th Circle,San Francisco,CA,94121,Resident,3,11/23/2017,11/23/2020
664,ja-1061,81757 Moulton Place,Atlanta,GA,30351,Resident,2,8/28/2019,8/28/2021
665,km-6113,1580 Quincy Alley,Pasadena,CA,91109,Resident,2,9/5/2015,9/5/2017
666,ry-7069,08051 Kinsman Street,Sacramento,CA,95818,Resident,2,11/28/2011,11/28/2013
667,bv-0248,2958 Anzinger Terrace,Oakland,CA,94627,Resident,3,10/27/2011,10/27/2014
668,by-4322,858 Golden Leaf Crossing,Riverside,CA,92505,Resident,3,12/8/2011,12/8/2014
669,ia-0245,69914 Katie Circle,Fresno,CA,93750,Resident,3,6/1/2019,6/1/2022
670,jm-2604,722 Mayer Junction,Inglewood,CA,90310,Resident,1,6/12/2018,6/12/2019
671,fh-8568,7161 Vermont Park,Sacramento,CA,94230,Resident,1,9/15/2014,9/15/2015
672,si-1276,689 Arapahoe Way,San Jose,CA,95113,Resident,2,6/23/2016,6/23/2018
673,le-7253,9 Bowman Street,Sacramento,CA,94286,Resident,3,7/18/2012,7/18/2015
674,gw-8884,684 Talisman Plaza,Orange,CA,92668,Resident,3,6/30/2018,6/30/2021
675,ck-9009,6087 Clyde Gallagher Hill,Los Angeles,CA,90094,Resident,1,9/19/2016,9/19/2017
676,fp-5650,3 Transport Trail,Macon,GA,31217,Resident,2,6/18/2019,6/18/2021
677,mp-6338,8 Glacier Hill Alley,Long Beach,CA,90805,Resident,2,8/11/2019,8/11/2021
678,ri-4684,075 Manitowish Court,San Diego,CA,92145,Resident,3,2/25/2010,2/25/2013
679,nm-6614,86186 Karstens Trail,Sacramento,CA,95823,Resident,3,9/18/2012,9/18/2015
680,xc-5912,080 Harbort Lane,Van Nuys,CA,91499,Resident,1,12/31/2012,12/31/2013
681,wt-8992,408 Forster Pass,Springfield,MA,1129,Resident,3,8/5/2016,8/5/2019
682,oi-8671,8871 Southridge Center,San Diego,CA,92186,Resident,3,5/13/2015,5/13/2018
683,ro-3043,1 Roxbury Hill,San Francisco,CA,94142,Resident,1,8/10/2018,8/10/2019
684,cg-8903,0 Coolidge Drive,Stockton,CA,95219,Resident,2,9/4/2012,9/4/2014
685,om-3540,9 Ryan Junction,Berkeley,CA,94705,Resident,1,9/25/2020,9/25/2021
686,oh-7839,6 Stone Corner Point,Modesto,CA,95354,Resident,1,3/7/2016,3/7/2017
687,fr-1543,67871 Carberry Place,Columbus,GA,31914,Resident,2,4/10/2019,4/10/2021
688,fg-5661,9574 Heffernan Way,Atlanta,GA,30356,Resident,2,12/17/2017,12/17/2019
689,uq-5485,3499 Butternut Parkway,Lawrenceville,GA,30045,Resident,1,9/5/2019,9/5/2020
690,ic-0672,0522 Lawn Circle,Huntington Beach,CA,92648,Resident,1,12/6/2016,12/6/2017
691,hv-8864,333 Ryan Junction,Garden Grove,CA,92844,Resident,3,10/18/2017,10/18/2020
692,ea-6714,86 Del Mar Hill,San Diego,CA,92145,Resident,3,9/24/2014,9/24/2017
693,fy-2230,49 Hallows Hill,Fullerton,CA,92835,Resident,2,5/6/2018,5/6/2020
694,yd-8142,02207 Moulton Crossing,Cumming,GA,30130,Resident,2,2/25/2020,2/25/2022
695,ry-5598,3180 Hallows Crossing,Sacramento,CA,94286,Resident,2,1/11/2020,1/11/2022
696,ul-3981,8 Spenser Terrace,Decatur,GA,30033,Resident,1,11/5/2011,11/5/2012
697,bi-7561,8257 Elgar Park,Boston,MA,2124,Resident,3,4/13/2019,4/13/2022
698,zv-3029,012 Burning Wood Junction,San Diego,CA,92153,Resident,1,3/9/2016,3/9/2017
699,fr-1998,8231 Vermont Road,Los Angeles,CA,90040,Resident,1,4/26/2015,4/26/2016
700,te-2066,49033 Banding Parkway,Bakersfield,CA,93381,Resident,3,12/5/2012,12/5/2015
701,gl-2772,293 Monument Alley,San Jose,CA,95128,Resident,1,2/12/2020,2/12/2021
702,al-0727,2 Butternut Pass,Boston,MA,2208,Resident,2,11/11/2012,11/11/2014
703,jr-5837,7458 Cordelia Hill,Augusta,GA,30905,Resident,2,12/17/2017,12/17/2019
704,ii-4095,2369 Knutson Point,Springfield,MA,1105,Resident,1,6/24/2020,6/24/2021
705,wz-0797,5 Anderson Terrace,Atlanta,GA,30340,Resident,2,2/13/2016,2/13/2018
706,ti-3847,7 Maple Wood Pass,Sacramento,CA,95852,Resident,1,12/13/2014,12/13/2015
707,fn-2543,4 Huxley Plaza,Fresno,CA,93762,Resident,2,12/7/2015,12/7/2017
708,th-6523,89373 Sheridan Drive,Lawrenceville,GA,30045,Resident,2,4/30/2011,4/30/2013
709,rn-6233,93 Iowa Point,Fresno,CA,93715,Resident,2,1/9/2020,1/9/2022
710,pz-0609,380 Evergreen Junction,Palmdale,CA,93591,Resident,3,4/11/2020,4/11/2023
711,ks-3252,01 Carey Road,Duluth,GA,30195,Resident,2,12/27/2020,12/27/2022
712,pl-5656,44882 Roth Street,Pomona,CA,91797,Resident,2,7/29/2017,7/29/2019
713,pz-8400,8246 Continental Circle,Oakland,CA,94627,Resident,3,2/16/2015,2/16/2018
714,os-6757,538 Luster Trail,San Francisco,CA,94154,Resident,2,5/5/2014,5/5/2016
715,oe-8930,155 Jackson Point,San Diego,CA,92132,Resident,3,10/22/2020,10/22/2023
716,xe-4905,3047 Dawn Parkway,Atlanta,GA,30351,Resident,1,9/2/2013,9/2/2014
717,ir-1794,63162 Hansons Crossing,Los Angeles,CA,90030,Resident,2,8/9/2011,8/9/2013
718,je-2666,49066 Namekagon Pass,Burbank,CA,91520,Resident,3,6/19/2016,6/19/2019
719,bf-3144,18030 Moulton Parkway,Petaluma,CA,94975,Resident,1,11/10/2012,11/10/2013
720,gv-5063,8 Almo Terrace,Los Angeles,CA,90025,Resident,2,11/1/2014,11/1/2016
721,cd-9957,96669 Main Place,Fresno,CA,93750,Resident,3,10/24/2015,10/24/2018
722,zd-8603,115 Prentice Drive,San Jose,CA,95108,Resident,2,1/16/2017,1/16/2019
723,ks-6883,393 Northport Park,Anaheim,CA,92805,Resident,2,2/28/2015,2/28/2017
724,nv-9900,3 Mesta Trail,Fresno,CA,93786,Resident,3,12/18/2014,12/18/2017
725,gr-5906,60985 Muir Park,San Francisco,CA,94159,Resident,3,1/6/2013,1/6/2016
726,zh-3296,4 Schurz Drive,Boston,MA,2283,Resident,3,8/4/2018,8/4/2021
727,ei-6527,500 Bonner Crossing,Santa Clara,CA,95054,Resident,3,4/29/2015,4/29/2018
728,fs-5407,8987 Texas Junction,Fresno,CA,93740,Resident,3,7/4/2015,7/4/2018
729,yq-9678,74415 Transport Plaza,Atlanta,GA,30386,Resident,3,7/25/2020,7/25/2023
730,hb-6975,36731 Portage Trail,Savannah,GA,31422,Resident,3,10/9/2015,10/9/2018
731,cd-5065,33050 Anzinger Terrace,San Bernardino,CA,92424,Resident,2,1/27/2017,1/27/2019
732,ty-4994,79 Elmside Terrace,Sacramento,CA,94207,Resident,3,9/14/2015,9/14/2018
733,di-7033,7 Ohio Pass,Alpharetta,GA,30022,Resident,1,6/7/2014,6/7/2015
734,so-4559,625 Goodland Avenue,Boston,MA,2203,Resident,1,3/4/2019,3/4/2020
735,qz-4560,49189 La Follette Hill,San Diego,CA,92121,Resident,2,3/5/2014,3/5/2016
736,wo-9712,0792 Corry Drive,San Francisco,CA,94132,Resident,1,12/10/2015,12/10/2016
737,rc-3987,70260 Golf View Alley,San Jose,CA,95118,Resident,1,11/13/2014,11/13/2015
738,wd-9531,65 Amoth Plaza,Los Angeles,CA,90040,Resident,2,3/18/2015,3/18/2017
739,ig-6419,06480 Nobel Center,San Jose,CA,95118,Resident,2,7/5/2016,7/5/2018
740,lx-0545,45836 Westport Crossing,Atlanta,GA,30351,Resident,1,12/4/2019,12/4/2020
741,ij-9240,4023 Hoard Drive,Los Angeles,CA,90065,Resident,2,4/24/2013,4/24/2015
742,pt-4272,79 Old Shore Place,Northridge,CA,91328,Resident,1,8/27/2016,8/27/2017
743,ry-4271,254 Blue Bill Park Street,Newport Beach,CA,92662,Resident,3,3/1/2010,3/1/2013
744,kk-0179,630 Graceland Crossing,Oceanside,CA,92056,Resident,3,7/4/2018,7/4/2021
745,ik-3526,5 Continental Park,San Francisco,CA,94137,Resident,3,7/22/2018,7/22/2021
746,et-5443,0632 Lotheville Park,Sacramento,CA,95828,Resident,1,3/6/2012,3/6/2013
747,qb-9568,159 Ludington Parkway,Escondido,CA,92030,Resident,2,8/10/2012,8/10/2014
748,an-2622,1032 Roxbury Road,Bakersfield,CA,93381,Resident,3,11/23/2017,11/23/2020
749,hj-9273,328 Bowman Alley,Los Angeles,CA,90060,Resident,2,4/15/2018,4/15/2020
750,to-7155,0654 Kings Junction,Marietta,GA,30066,Resident,2,1/19/2012,1/19/2014
751,hp-3320,86 Buhler Place,Sacramento,CA,95865,Resident,1,9/25/2015,9/25/2016
752,od-3248,588 Lukken Center,Sacramento,CA,95818,Resident,3,7/18/2017,7/18/2020
753,ie-3481,3 Maryland Circle,Chico,CA,95973,Resident,3,1/5/2019,1/5/2022
754,ei-3712,06797 Brentwood Place,Macon,GA,31296,Resident,2,6/29/2017,6/29/2019
755,oh-0742,2 Clove Junction,Atlanta,GA,31132,Resident,1,6/11/2012,6/11/2013
756,nr-1209,6 Garrison Plaza,Atlanta,GA,30301,Resident,2,8/13/2011,8/13/2013
757,km-9041,69 Hayes Drive,Boston,MA,2208,Resident,1,9/15/2010,9/15/2011
758,qd-1145,34628 6th Trail,Los Angeles,CA,90015,Resident,3,4/28/2016,4/28/2019
759,nb-1158,9510 Jenna Alley,Savannah,GA,31422,Resident,2,7/21/2018,7/21/2020
760,ej-7100,018 American Ash Circle,Orange,CA,92668,Resident,3,1/30/2015,1/30/2018
761,eh-2064,746 Summerview Center,San Diego,CA,92170,Resident,2,6/16/2012,6/16/2014
762,lx-4001,12549 Johnson Road,San Jose,CA,95194,Resident,2,7/28/2010,7/28/2012
763,bu-2489,5188 Kings Plaza,San Jose,CA,95160,Resident,1,2/22/2018,2/22/2019
764,br-1738,1 Schiller Hill,Norcross,GA,30092,Resident,2,7/31/2020,7/31/2022
765,jn-9465,786 Quincy Road,Torrance,CA,90505,Resident,2,7/11/2020,7/11/2022
766,os-9340,7 Ronald Regan Terrace,Sacramento,CA,95828,Resident,3,10/18/2011,10/18/2014
767,ca-9690,47 Mallory Park,San Jose,CA,95160,Resident,1,5/5/2019,5/5/2020
768,gy-8374,8965 Kinsman Point,Worcester,MA,1610,Resident,2,9/26/2014,9/26/2016
769,ld-8139,1682 Paget Pass,Boston,MA,2203,Resident,1,5/13/2012,5/13/2013
770,uy-3158,0147 High Crossing Center,Bakersfield,CA,93399,Resident,1,10/18/2018,10/18/2019
771,en-3342,35473 Grasskamp Way,Boston,MA,2163,Resident,3,3/29/2011,3/29/2014
772,ny-6041,114 Lunder Way,Atlanta,GA,30368,Resident,2,12/20/2013,12/20/2015
773,zl-4642,422 Union Road,San Jose,CA,95113,Resident,3,10/10/2016,10/10/2019
774,mp-0564,30 Meadow Ridge Point,San Bernardino,CA,92415,Resident,2,5/29/2016,5/29/2018
775,oi-9598,35662 Karstens Pass,Fresno,CA,93794,Resident,1,5/17/2016,5/17/2017
776,pu-7317,6781 Buena Vista Parkway,Orange,CA,92668,Resident,2,7/13/2019,7/13/2021
777,rh-3699,289 Ridge Oak Road,Santa Barbara,CA,93106,Resident,2,10/4/2016,10/4/2018
778,ec-5717,77 Grim Trail,Stockton,CA,95210,Resident,1,8/29/2013,8/29/2014
779,xa-1747,9850 Green Parkway,Boston,MA,2119,Resident,1,3/24/2011,3/24/2012
780,ky-7784,9 Raven Center,Pasadena,CA,91186,Resident,2,4/8/2016,4/8/2018
781,ot-6397,69 Kenwood Point,Santa Clara,CA,95054,Resident,3,7/20/2015,7/20/2018
782,mf-2365,408 Spaight Road,Sacramento,CA,94273,Resident,3,3/29/2016,3/29/2019
783,eq-9807,6 Eagle Crest Plaza,Irvine,CA,92717,Resident,1,8/20/2012,8/20/2013
784,hl-9425,31202 Ryan Road,Fresno,CA,93726,Resident,1,10/7/2014,10/7/2015
785,gg-0990,3015 Northwestern Park,Bakersfield,CA,93305,Resident,1,2/6/2011,2/6/2012
786,ug-5269,0 Sullivan Point,Los Angeles,CA,90101,Resident,2,11/13/2014,11/13/2016
787,hy-1166,39 Myrtle Lane,Corona,CA,92878,Resident,3,11/28/2011,11/28/2014
788,pi-0489,79747 Milwaukee Junction,San Francisco,CA,94116,Resident,3,5/7/2016,5/7/2019
789,ot-7075,7141 Manufacturers Parkway,Carlsbad,CA,92013,Resident,2,3/18/2013,3/18/2015
790,jh-8114,403 Kedzie Lane,Savannah,GA,31422,Resident,2,4/1/2015,4/1/2017
791,oq-8777,928 Fairview Point,Sacramento,CA,94237,Resident,1,11/21/2016,11/21/2017
792,lj-5123,7171 Scofield Point,Bakersfield,CA,93305,Resident,1,3/18/2015,3/18/2016
793,gv-1413,29643 Shelley Drive,Atlanta,GA,31119,Resident,2,11/29/2020,11/29/2022
794,lr-6502,31425 Old Gate Alley,Boston,MA,2163,Resident,2,12/2/2013,12/2/2015
795,ks-4571,20447 Harbort Alley,San Jose,CA,95155,Resident,1,4/28/2013,4/28/2014
796,ww-7679,11 Rusk Parkway,Stockton,CA,95210,Resident,1,3/11/2014,3/11/2015
797,tq-8147,64670 Sutherland Street,San Francisco,CA,94126,Resident,1,1/21/2015,1/21/2016
798,gv-1659,6 Bluestem Terrace,Sacramento,CA,95823,Resident,2,1/31/2014,1/31/2016
799,gu-7568,5 Carpenter Terrace,Atlanta,GA,31190,Resident,2,4/7/2020,4/7/2022
800,un-1482,12645 Corry Trail,Stockton,CA,95298,Resident,2,10/24/2011,10/24/2013
801,cl-3661,77543 Westridge Court,Oakland,CA,94611,Resident,2,2/2/2016,2/2/2018
802,cj-7495,39425 Fulton Alley,San Bernardino,CA,92410,Resident,3,9/25/2014,9/25/2017
803,sf-9566,6923 Sunbrook Center,Mountain View,CA,94042,Resident,3,11/7/2014,11/7/2017
804,lw-1616,55568 Mifflin Trail,Van Nuys,CA,91499,Resident,1,8/15/2010,8/15/2011
805,lq-9529,58 Redwing Parkway,Atlanta,GA,30340,Resident,3,12/17/2016,12/17/2019
806,cd-3960,69397 Fallview Trail,Fresno,CA,93709,Resident,1,7/3/2016,7/3/2017
807,jx-2726,5 Sugar Alley,Pasadena,CA,91186,Resident,1,4/11/2012,4/11/2013
808,qa-2184,092 Sunbrook Pass,Atlanta,GA,31132,Resident,3,9/6/2014,9/6/2017
809,id-1048,788 Saint Paul Drive,Garden Grove,CA,92844,Resident,2,4/2/2020,4/2/2022
810,xw-0934,35 Oakridge Center,Savannah,GA,31422,Resident,3,8/19/2015,8/19/2018
811,is-2081,77414 Corscot Place,Boston,MA,2203,Resident,2,12/7/2013,12/7/2015
812,lf-4641,5 Loftsgordon Parkway,Berkeley,CA,94705,Resident,1,12/10/2012,12/10/2013
813,is-7753,6 Cordelia Circle,Los Angeles,CA,90065,Resident,3,7/15/2011,7/15/2014
814,zd-0166,54549 3rd Alley,Atlanta,GA,31119,Resident,3,12/14/2013,12/14/2016
815,gx-0543,19 Browning Trail,Fresno,CA,93778,Resident,3,5/7/2011,5/7/2014
816,nx-4341,42702 Waywood Court,Duluth,GA,30195,Resident,2,11/25/2016,11/25/2018
817,gq-1029,2683 Pleasure Place,San Jose,CA,95155,Resident,3,5/28/2020,5/28/2023
818,ct-4986,1 Lindbergh Trail,Brockton,MA,2305,Resident,2,1/18/2021,1/18/2023
819,nw-8657,86 Waywood Place,Fresno,CA,93794,Resident,2,9/18/2017,9/18/2019
820,ih-4720,347 Namekagon Trail,Atlanta,GA,31136,Resident,2,5/3/2018,5/3/2020
821,zn-5457,3405 Carberry Court,San Diego,CA,92127,Resident,2,5/21/2021,5/21/2023
822,xs-7949,7 Carberry Pass,Pasadena,CA,91117,Resident,2,3/23/2015,3/23/2017
823,yb-3506,9 Manufacturers Trail,Los Angeles,CA,90015,Resident,1,1/16/2011,1/16/2012
824,fi-4192,72 Bay Parkway,Atlanta,GA,30368,Resident,1,8/5/2016,8/5/2017
825,ln-8712,8 Hoffman Pass,North Hollywood,CA,91606,Resident,1,10/25/2011,10/25/2012
826,fn-4920,2 Lien Avenue,Anaheim,CA,92805,Resident,2,1/1/2017,1/1/2019
827,ly-9342,4074 Sheridan Drive,Woburn,MA,1813,Resident,3,1/26/2013,1/26/2016
828,ei-9971,6 Linden Circle,Bakersfield,CA,93305,Resident,2,6/23/2012,6/23/2014
829,ex-0107,9 Straubel Junction,San Francisco,CA,94116,Resident,1,12/1/2014,12/1/2015
830,vd-9805,58634 Mcguire Trail,Garden Grove,CA,92844,Resident,3,2/1/2018,2/1/2021
831,ub-0992,63 Coolidge Park,Inglewood,CA,90305,Resident,3,2/13/2015,2/13/2018
832,dl-1950,741 Haas Hill,San Diego,CA,92160,Resident,1,12/18/2012,12/18/2013
833,ns-5338,92 Farwell Terrace,Mountain View,CA,94042,Resident,2,8/26/2011,8/26/2013
834,cf-8829,0 Ohio Terrace,Los Angeles,CA,90189,Resident,2,2/27/2019,2/27/2021
835,yr-6994,158 Marquette Plaza,Lawrenceville,GA,30045,Resident,2,3/18/2014,3/18/2016
